LocationID,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5
1,-1.3487926275606064,11.0372262106675,2.965924147789676,1.412315497469652,-0.40238650980726554
2,-14.399892091159316,0.3167404792594747,-1.1546078835755818,1.6020385046008876,-0.7426002223711174
3,-14.482430871867,4.4354736354507684,0.807500668447296,1.7245282971430562,-1.278899663936066
4,5.018503882318936,13.442687995174218,-0.5418744307286388,0.5002858098129666,-0.27226345037795485
5,-8.630496574610806,3.7364761064472947,0.07968670214976455,-6.679877048741437,-0.8536807471267988
6,3.31770595283651,0.47083476712597566,0.0412898523189944,0.33164441608442,1.0807353105005633
7,-3.571118644681752,1.373798800444474,-0.053309162297507734,0.9802905031980256,2.1226701824447165
8,-10.97630407384969,1.8767393650344038,-1.0855039657141952,-2.722155357918865,1.378270538366413
9,1.9279977634041128,-0.35795186443033145,0.3465722146864203,0.5114412138465816,1.1573912315832393
10,-20.034916169378615,-3.963779643775208,-3.9839207202691798,2.136003711992432,-0.8646364152475933
11,2.578988191278223,-1.9946839573588597,0.7297749560502298,0.5004488897560889,0.3730583945841343
12,1.8440842204439802,1.893195811669963,-0.2450307720629628,-0.019364827695445525,1.703005738499562
13,2.8376797248824643,-3.209852435033517,4.2901211604401945,-0.28200943679352397,-1.9005817676311079
14,3.7398217362246955,-0.9905361244406008,3.185410723734703,0.6021604186775691,-0.06206866627057045
15,-0.6296889730315749,-4.148979845809471,1.7701246664908517,-0.5611268555927201,0.8752984207563267
16,1.0725288559793766,-2.260057910636658,2.632255942155568,-0.3758300166963948,0.19052753049495527
17,-3.150666057943226,-3.9048451182480703,0.9866191886794029,0.4022667068606772,1.4387223585504871
18,-3.8906943733113626,-6.324115029473545,1.0650589688698224,-0.20854874248753275,-0.009932057658833635
19,0.49197267827439956,-2.4656210112228583,1.9673252788346616,-0.0009389540190388107,0.3080555831233511
20,0.2676500401970066,-1.8688684565414193,1.525430544229398,-0.0310783881221266,1.2701645323938981
21,5.000561829716398,0.7459318898864621,2.958019167246434,0.9817978025752666,-1.494400064260448
22,6.852378351753306,5.884676327373945,-2.171604763401738,-0.6616488110843398,-0.627242847292831
23,7.476178204807734,1.7630580340477937,-2.119935116668276,0.48245702704821786,-0.27818472965452695
24,7.704524526960808,0.3395085441300905,-3.89552903378202,0.02474345155489667,0.07541520116418983
25,7.475896177644019,0.8725793746228636,-2.9286956210895783,0.4360229982379427,0.3295502533334922
26,7.136962635302856,-1.4556291374098753,-2.7700454287823066,0.24787583130918928,-0.1872528752476767
27,5.480742473812619,-5.270144333062996,-1.0635857409736507,-0.31276427474540686,-1.4027127695368564
28,5.4187202524158185,-4.66670949610575,-1.9899500400818622,-0.4668588461112782,-0.9694502923604356
29,5.472102959140692,-5.307152977786062,-1.3475215026959217,-0.5541195201597582,-0.9565721970152421
