mean,std,rms,spectral_energy,mean_power,spectral_entropy
-0.35681668642636205,0.6495721830287002,0.6992742318978246,134.59285999571722,26.918571999143445,0.39721205332983534
0.19797527168619525,1.1276721145952058,1.0626265199030116,211.90831859353847,42.38166371870769,0.1256998636280772
-0.9730307001691622,0.6563854719754437,1.1472060800810429,234.67586985679097,46.935173971358196,0.4145368530999028
-1.208264847247716,0.9472394396458609,1.4929789455880986,206.5092829290407,41.30185658580814,0.3937136492737261
-1.3487492183376453,0.23366349709005257,1.3659880232166324,133.80260299323746,26.760520598647492,0.9569874616584078
-0.23448826345368623,0.6174832543363339,0.6179004353681928,12.508539849408635,2.501707969881727,0.4482337247520355
0.02240404444570048,0.7119306055882056,0.6595003207506867,20.109751559381298,4.021950311876259,0.992612571325963
-0.7625756850157946,0.6943081019342746,0.9973560884451745,134.4894800950355,26.8978960190071,0.4553248881221173
0.198768583776608,0.7622316590685889,0.7331483246728874,5.566543791099694,1.1133087582199388,0.9257067944877553
-0.8784692437032036,0.7377281082339299,1.112745257395794,438.29114727204313,87.65822945440863,0.3784043090540076
-0.026677290789594046,0.4046233491042694,0.37555712381725836,11.552137324003228,2.3104274648006458,0.9631246114551454
-0.2141132295037838,0.3690798677977203,0.40324239754081914,9.945480614587057,1.9890961229174113,1.125338981424353
1.120151232649947,0.6889818616810901,1.289038818123445,40.45245882484872,8.090491764969745,1.2559251497048842
0.4311767016816888,0.5801713215551718,0.68878630426924,25.480719600599098,5.09614392011982,0.8831692706723149
0.5321758598646167,0.5618593383465762,0.7441767759729082,21.824893972055985,4.364978794411197,0.7173924142356364
0.3377734159827625,0.9677635128430438,0.9575290718864811,13.364500192679582,2.6729000385359165,0.9834159071206077
0.7789287162306595,0.31866651326791,0.8329293997565087,28.37966995809331,5.6759339916186615,1.0373065759148843
1.6539850984399378,0.7158109715300766,1.781812040063493,56.3098754434624,11.26197508869248,0.680373361094441
1.3496250044559903,0.7066977464614349,1.499854459496075,10.286591963822113,2.0573183927644227,0.8100724135544215
0.9103574043291885,1.0119327272115366,1.306319873960515,7.505528002700643,1.5011056005401286,1.0950549166351222
-0.06747452049463806,1.0230129685023466,0.9495264141933198,37.50906886816674,7.501813773633349,0.9343769830048066
0.12585626065963137,1.2284602307219348,1.1442755549269035,87.13158454065112,17.426316908130225,0.9087156324393262
-0.477109371882404,0.3315031783305632,0.567299317899636,63.805890607107166,12.761178121421434,0.4786802749997565
-0.4473723846921664,0.2566313002602108,0.5065502513128202,74.65641038207815,14.93128207641563,0.516967257098557
-0.3886767772079501,0.27872889766276915,0.4665414160667723,65.52639588938352,13.105279177876705,0.4811761155867656
-0.4062695744654619,0.6223524009668909,0.7050146742029008,60.82474958793921,12.164949917587842,0.5379602685844207
-0.05312597686618581,1.1000661403492489,1.019848004416293,61.00959858935092,12.201919717870185,0.902114463429651
0.13844324267402355,0.7880119537025725,0.7425768603954708,56.258398908556835,11.251679781711367,0.9834235109869593
0.04559293337880454,0.8017535375194937,0.743678446120434,61.14767653601231,12.229535307202463,0.9005889273334333
