LocationID,BOD(mg/L),COD(mg/L),TOC(mg/L),NO3(mg/L),TN(mg/L),TURB(NTU),EC,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5
1,-0.20326877778421262,-0.70045891000877,0.9188842846117816,-1.0478782228076016,-0.11207764354803502,-0.5745302296288965,-0.7783873058188001,-1.3487926275606064,11.0372262106675,2.965924147789676,1.412315497469652,-0.40238650980726554
2,1.5081231900118988,0.2393026881168751,1.0719079932021331,-1.4804176280009536,-0.23268786264306382,1.1738858395503986,-0.894287318433922,-14.399892091159316,0.3167404792594747,-1.1546078835755818,1.6020385046008876,-0.7426002223711174
3,-0.773732767049583,-1.3510630933265244,-0.7930684552427751,-1.5474728726366809,-1.634839548636213,0.292331518955796,-1.0033696832481542,-14.482430871867,4.4354736354507684,0.807500668447296,1.7245282971430562,-1.278899663936066
4,-2.1048154086687805,-0.30286746464792014,-2.8373695621920008,-0.8227055476377567,-1.1586202007398918,-0.9712296738964675,-0.26024607295119656,5.018503882318936,13.442687995174218,-0.5418744307286388,0.5002858098129666,-0.27226345037795485
5,-1.0589647616822682,-1.423352447028497,-1.12302582689072,-1.5677097995509937,-1.7046254840644042,-1.3238514021343086,-1.2397148070123243,-8.630496574610806,3.7364761064472947,0.07968670214976455,-6.679877048741437,-0.8536807471267988
6,-1.3441967563149535,0.05857930386194336,-0.3339973294717204,-0.17041336105231528,-0.37424839137384813,0.7331086792530973,-0.2102499890780067,3.31770595283651,0.47083476712597566,0.0412898523189944,0.33164441608442,1.0807353105005633
7,0.5573498745696144,-0.4113014952008792,1.1962397564317946,-0.5560308329079134,-0.7084479901300333,0.43925723905489644,-0.36023824069757615,-3.571118644681752,1.373798800444474,-0.053309162297507734,0.9802905031980256,2.1226701824447165
8,0.0819632168484724,-0.9896163248166608,0.23505958684864878,-1.4144463621207781,-1.4561405422235623,-0.5892228016388065,-1.2056265680078768,-10.97630407384969,1.8767393650344038,-1.0855039657141952,-2.722155357918865,1.378270538366413
9,1.1278138638349848,0.3115920418188478,-0.9700021183003685,0.012850782524208636,-0.2726750635422735,1.1738858395503986,0.00791474055045794,1.9279977634041128,-0.35795186443033145,0.3465722146864203,0.5114412138465816,1.1573912315832393
10,-0.96388743013804,-0.9173269711146881,-0.2718314478568906,-1.53413036942496,-1.6343803282268596,0.43925723905489644,-1.2669853982158823,-20.034916169378615,-3.963779643775208,-3.9839207202691798,2.136003711992432,-0.8646364152475933
11,-0.6786554355053546,0.2393026881168751,-0.4439831200210357,0.4703456103913329,0.0016896725545061204,-0.0015199212424048328,0.2260794701789226,2.578988191278223,-1.9946839573588597,0.7297749560502298,0.5004488897560889,0.3730583945841343
12,-0.39342344087266956,-0.08599940354200204,0.14898375076657622,-0.20684620584370134,-0.4687193696539813,-0.780226237767637,0.2874383003869283,1.8440842204439802,1.893195811669963,-0.2450307720629628,-0.019364827695445525,1.703005738499562
13,1.0327365322907567,0.6368941334777249,0.7849885395952244,1.3423188444806247,2.4313256201349454,1.320811559649499,0.2919833989208546,2.8376797248824643,-3.209852435033517,4.2901211604401945,-0.28200943679352397,-1.9005817676311079
14,-0.48850077241689804,0.5284601029247659,0.9475762299724727,0.7387419384388145,1.1075157684679802,-0.14844564134150526,0.33288928572619175,3.7398217362246955,-0.9905361244406008,3.185410723734703,0.6021604186775691,-0.06206866627057045
15,0.5573498745696144,0.8537621945836431,0.5745809402834906,0.5551031845570672,0.4784227246375629,-0.5745302296288965,1.280542330049835,-0.6296889730315749,-4.148979845809471,1.7701246664908517,-0.5611268555927201,0.8752984207563267
16,-0.773732767049583,1.57665573160337,0.2302775959552004,0.6818091424762592,0.3490237533578751,-1.0006148179162877,1.3009952734525037,1.0725288559793766,-2.260057910636658,2.632255942155568,-0.3758300166963948,0.19052753049495527
17,1.0327365322907567,0.8899068714346294,0.7658605760214301,0.17040231238447442,0.6912986262615893,0.7331086792530973,1.1691874159686395,-3.150666057943226,-3.9048451182480703,0.9866191886794029,0.4022667068606772,1.4387223585504871
18,0.8425818692022998,2.3176216070485904,1.2440596653662783,0.8198410843045598,1.6938001300705292,2.643143040541403,2.0168482925459035,-3.8906943733113626,-6.324115029473545,1.0650589688698224,-0.20854874248753275,-0.009932057658833635
19,1.8884325161888118,2.3176216070485904,0.8806283574641938,0.5093210229990447,0.8075631154940899,1.026960119451298,2.0168482925459035,0.49197267827439956,-2.4656210112228583,1.9673252788346616,-0.0009389540190388107,0.3080555831233511
20,1.5081231900118988,1.6128004084543563,1.4162113375304233,0.4000463999209735,0.2868538716678619,-0.8683816698270974,2.0168482925459035,0.2676500401970066,-1.8688684565414193,1.525430544229398,-0.0310783881221266,1.2701645323938981
21,-0.8688100985938115,-0.592024879455811,-0.606570810398284,1.6178702293579532,1.185696875650894,-0.8096113817874572,-0.3988715782359501,5.000561829716398,0.7459318898864621,2.958019167246434,0.9817978025752666,-1.494400064260448
22,1.6982778531003548,-0.5197355257538383,0.6367468218983212,-1.0749482010979066,-0.6811975397031262,1.7615887199468,-0.9397383037731855,6.852378351753306,5.884676327373945,-2.171604763401738,-0.6616488110843398,-0.627242847292831
23,-0.6786554355053546,-0.6643142331577836,-0.7978504461362235,-0.14243515203263657,-0.26524036294880915,-0.0015199212424048328,-0.7897500521536159,7.476178204807734,1.7630580340477937,-2.119935116668276,0.48245702704821786,-0.27818472965452695
24,-0.48850077241689804,-0.6643142331577836,-0.606570810398284,-0.15240855362691755,-0.28161662975016044,-0.14844564134150526,-0.7897500521536159,7.704524526960808,0.3395085441300905,-3.89552903378202,0.02474345155489667,0.07541520116418983
25,-0.48850077241689804,-0.6643142331577836,-0.41529117466034454,-0.14243515203263657,-0.07200041469286673,-0.14844564134150526,-0.7897500521536159,7.475896177644019,0.8725793746228636,-2.9286956210895783,0.4360229982379427,0.3295502533334922
26,-0.10819144623998414,-0.6643142331577836,-1.4673291712190113,0.5307694555813284,-0.07200041469286673,-0.4276045095297961,-0.6352167020001201,7.136962635302856,-1.4556291374098753,-2.7700454287823066,0.24787583130918928,-0.1872528752476767
27,-0.39342344087266956,-0.6643142331577836,-1.0847698997431323,1.8422717652292748,0.9957321807552219,-1.0593851059559278,-0.007993104318284275,5.480742473812619,-5.270144333062996,-1.0635857409736507,-0.31276427474540686,-1.4027127695368564
28,0.0819632168484724,-0.37515681834989284,1.0193060933742002,0.8399449050040383,0.34068150870117986,-1.3091588301243986,0.3715226232645657,5.4187202524158185,-4.66670949610575,-1.9899500400818622,-0.4668588461112782,-0.9694502923604356
29,-0.10819144623998414,-0.592024879455811,-0.31965135679137524,1.3286415831238052,0.7599139388157671,-1.0006148179162877,0.2510775121155175,5.472102959140692,-5.307152977786062,-1.3475215026959217,-0.5541195201597582,-0.9565721970152421
